============================= DIAGNOSTIC REPORT =============================
frame_id | success
15120 | True
15121 | True
15122 | True
15123 | True
15124 | True
15125 | True
15126 | True
15127 | True
15128 | True
15129 | True
15130 | True
15131 | True
15132 | True
15133 | True
15134 | True
15135 | True
15136 | True
15137 | True
15138 | True
15139 | True
15140 | True
15141 | True
15142 | True
15143 | True
15144 | True
15145 | True
15146 | True
15147 | True
15148 | True
15149 | True
15150 | True
15151 | True
15152 | True
15153 | True
15154 | True
15155 | True
15156 | True
15157 | True
15158 | True
15159 | True
15160 | True
15161 | True
15162 | True
15163 | True
15164 | True
15165 | True
15166 | True
15167 | True
15168 | True
15169 | True
15170 | True
15171 | True
15172 | True
15173 | True
15174 | True
15175 | True
15176 | True
15177 | True
15178 | True
15179 | True
15180 | True
15181 | True
15182 | True
15183 | True
15184 | True
15185 | True
15186 | True
15187 | True
15188 | True
15189 | True
15190 | True
15191 | True
15192 | True
15193 | True
15194 | True
15195 | True
15196 | True
15197 | True
15198 | True
15199 | True
15200 | True
15201 | True
15202 | True
15203 | True
15204 | True
15205 | True
15206 | True
15207 | True
15208 | True
15209 | True
15210 | True
15211 | True
15212 | True
15213 | True
15214 | True
15215 | True
15216 | True
15217 | True
15218 | True
15219 | True
15220 | True
15221 | True
15222 | True
15223 | True
15224 | True
15225 | True
15226 | True
15227 | True
15228 | True
15229 | True
15230 | True
15231 | True
15232 | True
15233 | True
15234 | True
15235 | True
15236 | True
15237 | True
15238 | True
15239 | True
15240 | True
15241 | True
15242 | True
15243 | True
15244 | True
15245 | True
15246 | True
15247 | True
15248 | True
15249 | True
15250 | True
15251 | True
15252 | True
15253 | True
15254 | True
15255 | True
15256 | True
15257 | True
15258 | True
15259 | True
15260 | True
15261 | True
15262 | True
15263 | True
15264 | True
15265 | True
15266 | True
15267 | True
15268 | True
15269 | True
15270 | True
15271 | True
15272 | True
15273 | True
15274 | True
15275 | True
15276 | True
15277 | True
15278 | True
15279 | True
15280 | True
15281 | True
15282 | True
15283 | True
15284 | True
15285 | True
15286 | True
15287 | True
15288 | True
15289 | True
15290 | True
15291 | True
15292 | True
15293 | True
15294 | True
15295 | True
15296 | True
15297 | True
15298 | True
15299 | True
15300 | True
15301 | True
15302 | True
15303 | True
15304 | True
15305 | True
15306 | True
15307 | True
15308 | True
15309 | True
15310 | True
15311 | True
15312 | True
15313 | True
15314 | True
15315 | True
15316 | True
15317 | True
15318 | True
15319 | True
15320 | True
15321 | True
15322 | True
15323 | True
15324 | True
15325 | True
15326 | True
15327 | True
15328 | True
15329 | True
15330 | True
15331 | True
15332 | True
15333 | True
15334 | True
15335 | True
15336 | True
15337 | True
15338 | True
15339 | True
15340 | True
15341 | True
15342 | True
15343 | True
15344 | True
15345 | True
15346 | True
15347 | True
15348 | True
15349 | True
15350 | True
15351 | True
15352 | True
15353 | True
15354 | True
15355 | True
15356 | True
15357 | True
15358 | True
15359 | True
15360 | True
15361 | True
15362 | True
15363 | True
15364 | True
15365 | True
15366 | True
15367 | True
15368 | True
15369 | True
15370 | True
15371 | True
15372 | True
15373 | True
15374 | True
15375 | True
15376 | True
15377 | True
15378 | True
15379 | True
15380 | True
15381 | True
15382 | True
15383 | True
15384 | True
15385 | True
15386 | True
15387 | True
15388 | True
15389 | True
15390 | True
15391 | True
15392 | True
15393 | True
15394 | True
15395 | True
15396 | True
15397 | True
15398 | True
15399 | True
15400 | True
15401 | True
15402 | True
15403 | True
15404 | True
15405 | True
15406 | True
15407 | True
15408 | True
15409 | True
15410 | True
15411 | True
15412 | True
15413 | True
15414 | True
15415 | True
15416 | True
15417 | True
15418 | True
15419 | True
15420 | True
15421 | True
15422 | True
15423 | True
15424 | True
15425 | True
15426 | True
15427 | True
15428 | True
15429 | True
15430 | True
15431 | True
15432 | True
15433 | True
15434 | True
15435 | True
15436 | True
15437 | True
15438 | True
15439 | True
15440 | True
15441 | True
15442 | True
15443 | True
15444 | True
15445 | True
15446 | True
15447 | True
15448 | True
15449 | True
15450 | True
15451 | True
15452 | True
15453 | True
15454 | True
15455 | True
15456 | True
15457 | True
15458 | True
15459 | True
15460 | True
15461 | True
15462 | True
15463 | True
15464 | True
15465 | True
15466 | True
15467 | True
15468 | True
15469 | True
15470 | True
15471 | True
15472 | True
15473 | True
15474 | True
15475 | True
15476 | True
15477 | True
15478 | True
15479 | True
15480 | True
